ID,X,Y,Name,Age
46928,1072,3768,Jeffrey Cobb,24
51157,9509,7464,Jeffrey Garcia,17
10864,1769,6688,Paige Bradshaw,65
16710,2831,7146,Crystal Bolton,31
61421,6972,5758,Shelly Johnson,16
6404,814,1464,Roger Kim,47
25996,1799,3191,Sara Howard,19
35932,1259,7220,James Vang,62
30555,6559,2328,Stephanie Chase,78
39889,4655,2512,Benjamin Miller,92
72998,6237,2458,Joseph Pittman,12
88175,1552,7220,Dennis Ibarra,27
25899,2776,5118,Douglas Monroe,15
79571,3291,1832,Carl Williams,16
70632,8711,9985,Valerie Hurst,20
4156,8431,8676,Amy Johnston,49
18856,924,959,Robert Douglas,35
6876,8917,3491,Jerome Oconnell,50
10710,6631,1547,Katherine Padilla,23
63308,9144,3934,Betty Orozco,66
88162,4922,2345,Patrick Aguilar,48
63830,5013,2480,Julie Jackson,15
47168,6817,5282,Anthony Lowe,91
22553,9668,4777,Lindsey Zhang,85
73589,6676,4738,Taylor Lewis,23
69413,5157,5734,Stacy Kerr,85
85935,3815,5710,Caitlin Rios,62
88107,712,3620,Donna Stephens,50
9416,3228,2302,Terry Parker,12
78795,4558,3698,Troy Hoover,26
17578,1340,9225,Elizabeth Hill,45
60646,457,2314,James Sanders,30
42672,2005,6771,Jason Vincent,57
58621,1901,8725,Steven Guzman,18
7694,2189,7370,Michelle Anderson,11
12968,5198,3491,Joseph Kramer,78
45580,7455,5860,Gina Harris,81
2618,4744,1508,Alexis Booker,26
61794,3260,4921,Sara Cunningham,32
2240,5699,4495,Stephen Gross,81
29533,9497,852,Michael Marshall,31
86988,5698,1227,Beth Vazquez,50
87034,276,6132,Bryan Moore,90
30968,3388,3349,Clarence Bell,77
68813,4419,5369,Christine Huber,61
61288,4659,8062,Veronica Evans,60
20635,8398,9281,Rhonda Esparza,83
84472,9,9677,Jerry Harris,50
16428,1441,981,Amy Alexander,76
77915,2991,1773,Jennifer Ellison,33
57460,2920,2899,Marco Robinson,11
90186,5909,7235,Kimberly Stone,30
90249,5291,1177,Laura Hayden,78
53156,8620,5175,Jeremy Richmond,60
8184,3484,5195,Charles White,73
85684,2160,364,Lisa Sharp,27
30745,9003,8712,Michelle Nelson,23
52247,3151,4163,Michael Patterson,69
31299,6488,4690,Kimberly Perez,12
91521,315,6921,Michael Russell,14
86998,2385,7240,Darren Martinez,23
98175,7138,9739,Matthew Shaw,78
34513,3352,5694,Tom Powers,92
83717,3155,6696,Justin Carter,81
22367,5434,9596,Joseph Mason,45
89074,3244,4780,Tracy Santos,75
81190,3093,6975,Victoria Harris,91
43831,6407,3792,Ruben Villarreal,94
40633,196,4762,James Hardy,74
26138,3362,8135,Stephanie Johnson,16
12439,146,7452,Kurt Sanchez,94
87827,9528,4918,Amanda Elliott,16
37169,7576,4207,Meredith Briggs,44
44752,125,8914,Jeremy Estrada,19
33493,7644,4147,Diane Mora,75
97006,3382,9229,Erica Chen,35
98513,1464,868,James Hubbard,64
88884,9173,8398,Jonathon Obrien,44
54577,2081,5668,Rebekah Garcia,84
82644,6485,5277,Vincent Watson,64
79991,9396,9230,Rachel Smith,80
96584,5766,7142,Ryan Payne,37
51967,8333,3261,Roger Castillo,79
26649,2215,1325,Melinda Whitaker,27
54007,4921,6687,David Watson,56
77429,4466,4491,Christina Harris,33
37889,6571,9431,Paul Mitchell,51
93288,8871,7256,Ashley Ortiz,65
17962,2702,47,Matthew Woods,75
62303,2869,366,Brandi Tran,84
81421,2732,9402,Janet Jordan,53
2932,7801,3025,Jeffrey Davidson,57
70407,3015,3891,Ronald Young,50
25290,1530,7031,Tricia Torres,80
1635,7271,9264,Desiree Clark,71
20908,5000,7820,Jennifer Osborne,87
99087,3478,7493,Margaret Washington,24
26039,3835,1278,Brandi Marsh,68
70499,251,546,Ashley Wong,86
20705,7538,7253,Darren Larson,81
2785,5854,3226,Joshua Walter,96
76640,4986,2373,Justin Goodwin,61
87923,1457,5017,Timothy Holt,87
17253,2526,9463,Jacob Johnson,36
99280,31,8353,Sharon Williams,13
98435,1851,3081,James Cortez,24
53821,5369,9705,Kevin Everett,22
21993,2244,986,Anna Johnson,16
56965,9558,4319,Matthew Jordan,73
65296,7425,1511,Audrey Vance,15
79073,6683,3985,Jacqueline Black,74
43806,9340,1633,Michael Robinson,34
54267,6623,8848,Michael Griffin,75
56019,2810,6680,Christopher Smith,57
38734,5882,6831,Pedro Burgess,40
20865,7788,6339,Barbara Anderson DDS,84
73278,334,1429,Brian Lee,52
65156,1189,1083,Mariah Allen,72
75288,433,3549,Christy Ruiz,42
67641,4382,7262,Elizabeth Abbott,75
63433,5953,7858,Ashley Bowen,38
47043,9234,6066,Pamela Page,63
65535,2066,1152,Linda Martin,61
20056,3128,292,Vincent Walsh,25
92885,3619,7364,Sierra Johnson,96
21129,4331,5860,John Jennings,43
41369,7802,1444,Kathy Gill,10
57675,426,9748,Kevin Lloyd,11
76398,2745,3317,Devin Hansen,69
2131,4786,355,Steven Contreras,82
90651,3572,1343,Terri Hunt,18
93091,3872,5927,Dwayne Wilson,91
41349,1984,9396,Victor Brennan,11
76521,8620,8073,Kimberly Wolfe,59
23700,5331,7058,Jonathan Palmer,59
61334,5040,8545,Elizabeth Hall,27
64935,64,832,Alexis Weaver,100
31433,6010,3317,Paula Daniels,21
57652,1674,1511,Todd Singleton,96
81221,3177,503,Robert Scott,82
47498,9356,8925,Julia Nash,59
67251,4861,1893,Margaret Burnett,82
43069,5321,6533,Brent Fuentes,43
7751,1623,3716,Krista Stevens,92
70251,6195,9935,Sherri Nunez,13
83886,7948,2711,Pamela Mckee,28
11509,8987,1511,Dale Kidd,93
14694,219,9115,Christina Stephens,37
10074,8793,6994,Jesus Schmidt,64
2090,6060,8139,Shane Pena,97
51358,30,9933,James Daniels,23
32813,3212,4350,James Davis,64
78516,5414,7378,Cynthia Newton,95
69679,28,1441,Chad Robertson,90
21680,7985,3673,Austin Murillo,14
47562,8086,6590,Daniel Todd,67
29083,9989,8887,Kristin Davis,94
49487,7615,7855,Dana Jackson,21
56575,592,5057,Melissa Kelly,12
67174,7517,1933,Phillip Lucas,64
63843,7274,156,Melinda Andrews,42
76574,2881,4943,Brenda Moore,53
67450,3117,7459,Pam Conner,39
73298,4200,4807,Sean Owens,20
38556,8291,9690,Amy Taylor,87
60151,856,9938,Mark Stevens,17
1160,9701,1559,Mark Esparza,24
68600,2802,358,Anna Velasquez,15
2558,1499,8407,Alexandra Delacruz,22
38610,2339,7552,Debra Little,58
47178,1443,5058,Barry King,20
55270,324,6670,Duane King,49
84531,7920,1975,Lori Jenkins,60
47234,8770,4851,Kristi Schneider,53
46840,4815,5175,Alexandria Patterson,43
16226,61,5994,Julia Simpson,86
1870,7879,9956,Javier Shelton,48
73229,4381,9316,Tammy Li,88
81875,3130,7872,Jeffrey Lewis,22
70435,7992,3347,Brooke Jones,66
23418,660,4664,Sharon Everett,33
97347,7850,929,Madison Adams,48
76786,1542,9443,Olivia Buck,26
21707,1543,7919,Melissa Trevino,71
46344,6289,1663,Paul Miller,96
8841,8174,7684,Jerome Evans,58
75232,5709,6719,Amanda Todd,24
41368,7571,5001,Rose Daniels,91
36606,451,7455,Melissa Simon,90
44599,4365,3666,Paul Neal,100
77487,9452,4397,Diane Smith,28
43056,6078,5791,Michael Bass,44
20901,1080,1892,Vickie Curtis,81
92740,496,6089,Jennifer Maldonado,42
46703,9042,8843,Christopher Davis,98
16722,2828,8253,Jeremy Clark,12
92818,4092,7834,Michael Mccall,82
13861,7902,9106,Kimberly Zuniga,86
68701,7604,3135,Logan Strong,49
36318,2551,8426,Ricky Hernandez,85
87824,8041,875,Douglas Sanford,72
11764,9728,6937,Patricia Spears,16
77417,1239,1792,April Lee,36
43860,5033,5251,Heather Oliver,75
47452,2882,8107,Paula Clarke,77
10099,5037,5460,Krista Larson,12
75011,1323,7,Reginald Murphy,72
60161,8948,2291,Caitlin Brown,41
91597,8064,6630,Angela Alvarez,88
81587,2112,5433,Meredith Rodriguez,46
76001,2961,3904,Matthew Ramirez,24
9435,1719,169,Joanna Morales,16
50434,6427,74,Gabriel Rios,81
62320,3056,5555,Angela Bryant,26
50712,3760,3224,Laura Cox,72
31134,8282,5861,Alison Herring,15
54706,5618,3242,Teresa Perez,26
68162,5065,3598,Cassandra Castro,14
11425,9154,9902,Patricia Holland,55
9770,6327,8800,Jamie Moses,26
17466,1298,1212,Megan Coleman,26
13837,8964,2609,Raymond Humphrey,44
30528,6914,1467,John Little,12
65683,4554,8059,Steven Padilla,80
32553,2928,5182,Kathleen Kim,43
76610,6,5064,Teresa Harmon,78
90070,3129,7318,Yvette Marsh,96
1689,6395,9024,Luis Ferguson,31
7844,2849,5692,Christopher Brown,20
40784,2687,8195,Donald Costa,56
26746,7163,5643,Joseph Smith,99
28540,7531,8043,Margaret Nguyen,62
14569,9957,3694,Anna Brown,83
93006,7280,7555,Laura Terrell,43
8509,5471,8581,Kevin Brady,100
87133,5386,4727,Mr. Christopher Lynch,72
16461,4902,7579,John Buck,70
53080,204,1548,Steven Barber,30
60545,9826,8900,Gary Lee,10
50288,414,931,Alexandra Owens,83
4838,3900,3576,George Knox,81
53199,6588,2246,Jennifer Callahan,13
61397,658,6377,Lori Nguyen,71
97707,376,2849,Gregory Smith,98
17401,5128,9103,Timothy Hudson,80
93096,1516,7941,Jasmine Morris,50
94505,5645,6783,William Brandt,88
15434,6993,9137,Philip Gray,97
26064,7700,3323,Craig Owens,20
83997,7556,7734,Jacob Wells,71
20669,2838,6513,Kathy King,26
12906,9015,2912,Joseph Cooper,86
20280,2479,1573,Alicia Johnson,56
38236,663,6241,Dustin Berry,83
46350,7077,9752,Lynn Cervantes,77
94225,2979,5826,Arthur Moreno,79
38249,3201,1674,Joseph Armstrong,10
68955,210,828,George Sanchez,38
28999,7767,9146,Teresa Greene,30
89540,2565,7193,Mitchell Garcia,88
58072,4089,1744,Carolyn Barnes,48
76433,6448,347,John Howard,63
25902,1415,1623,Sarah Buck,44
73379,8733,1374,Brian Henson,70
30037,326,489,Emma Garcia,34
45809,3456,5589,Christina Trujillo,51
25840,7476,787,Jessica Walker,55
95527,1666,7902,Tammy Graham,76
73394,3679,9117,George Lopez,29
3596,6822,1275,Carly Long,80
67110,6038,6061,Kyle Murphy,38
70466,5918,465,Mark Brown,79
32036,5900,8206,Crystal Wilkins,97
85122,4894,5332,Michelle Craig,63
18249,4886,9715,Joseph Cline,80
80455,7300,3545,James Patel,47
53711,7792,1202,Morgan Fields,59
55556,1789,7116,Tracie Stevens,53
51525,5896,1981,Lance Payne,45
29044,541,7689,Rachel Robinson,45
24356,9825,1499,Mitchell Sullivan,75
47259,5321,4497,Erica Schultz,70
61441,5135,4053,Zachary Erickson,71
4291,3631,8947,David Sanchez,19
62140,6609,5174,Joseph Armstrong,13
19169,4765,9453,Tyler Gonzalez,93
36938,2740,7450,Joshua Williams,62
78015,9994,8779,Michael Hendrix,10
84209,801,9005,Sarah Donovan,38
44609,9720,2318,Shannon Miller,40
98872,2394,3155,Keith Garza,77
75847,5877,2011,Julie Fernandez,25
55167,386,5210,Deborah Bridges,83
2322,7432,1486,Cindy Ramirez,93
46038,8860,4417,Heidi Butler,91
46406,5717,1560,Jessica Smith,25
47211,7832,51,Paul Banks,49
29785,7909,7365,Brendan Sims,36
51282,2616,1968,Samantha Edwards,100
8083,2528,8439,Christopher Ingram,54
94664,795,213,Cynthia Allen,50
64459,9915,9946,Nancy Solis,27
23610,2749,159,Melissa Christensen DDS,94
57705,430,768,Gina Anderson,35
59910,2425,576,Thomas Black,95
81839,552,7345,Kelly Davis,90
18415,7497,4326,Mitchell Perez,45
2230,1452,8795,Melinda Duncan,48
21038,742,1779,Patricia Andrews,24
67875,2103,1771,Christian Gilbert,19
63539,8287,6813,Mr. Bradley Harrison,97
44254,4883,4331,Jacqueline Hinton,61
94733,3537,1591,Heidi Morgan,77
83039,2367,9076,Brittany Hodges,97
36138,7402,9651,Paul Wilson,68
60799,2827,5721,Megan Holmes,20
73751,383,5296,Jeremy Miranda,68
9660,5427,9374,Peggy Nichols,59
59986,3466,8357,Sierra Martinez,53
45618,2024,1079,Sarah Greene,90
11950,6279,7639,Amanda Perry,12
94557,3530,6077,Jeffrey Johnson,80
32603,2962,5429,Melissa Carter,23
79734,2239,5318,Kathryn Wiley,11
91160,6031,7009,Lisa Hunter,63
58993,6117,8706,Ryan Simmons,72
80729,4283,4378,Jennifer Nguyen,90
93479,8370,1210,Rebecca Gibbs,89
96628,8794,7041,Alicia Young,62
20285,5638,215,Kathryn Church,19
4207,5940,3251,Gary Walker,61
92008,9131,8467,Katie Romero,66
49556,6533,9402,Tami Guzman,34
94559,4712,7736,Casey Sullivan,50
30872,2874,1097,Mrs. Laura Green,99
83456,7182,1177,Ryan Holmes,98
62398,3234,2982,Erika Curtis,97
54918,846,8444,Tracy Lee,64
77111,2176,53,Debra Flores,80
32821,6890,3752,Michael Clark,100
38072,4827,5271,Dennis Davis,13
54783,2376,772,Matthew Allen,88
94592,648,8680,Matthew Simmons,35
9353,6461,6093,Laura Carter,11
90235,6909,3009,Jackson Rivers,74
32103,822,5488,Savannah Gregory,66
98035,7428,1107,Mark Alvarado,39
13913,1818,7894,Frank Oneill,58
99200,4409,7063,Michael Lewis,53
29269,8820,5860,Natalie George,54
49511,309,2183,Brian Snow,58
92360,8490,7844,Alyssa Lyons,67
20306,2787,3750,Brad Perez,44
36617,7381,9708,Erica Ford,87
97382,9144,3426,Julie Hunt,81
96006,4343,1930,Jonathan Marks,61
81569,5532,6686,Steven Morrow,97
57766,623,5045,Michael Craig,57
54898,9534,654,Bethany Meadows,57
77122,9504,2848,Jeffrey Brown,86
90401,3320,4870,Lawrence Brown,19
86518,6438,3953,Dylan Ramirez,48
56302,5786,862,Carol Yang,51
88140,2115,7749,Thomas Lowe,41
62994,9213,302,Kevin Moon,89
55558,1184,8487,Cynthia Gutierrez,33
91311,7434,8877,Juan Combs,37
24089,6294,8769,Heather Frazier,67
68904,1055,2656,Alexander Taylor,15
75598,2982,7201,Gary Davies,60
46276,8497,3342,Matthew Vance,15
68963,7156,6915,Cynthia Wells,37
93121,9,1758,Brandon Anderson,93
67946,2779,3439,Jimmy Perkins,49
88078,2296,2156,Christopher Carter,68
34699,7334,857,Leroy Lopez,70
20480,2786,9261,Paul Levy,66
82652,8209,5349,Joshua Lowery,84
69561,3222,4071,Dr. Reginald Johnson,71
543,3866,1775,Brenda Jensen,60
67582,4986,9966,Ashley Garcia,90
33913,6401,7289,David Jacobs DDS,82
22827,7225,5514,Matthew Hurst,80
29156,7980,673,Crystal Whitaker,70
6293,171,3553,Megan Allen,66
59449,2548,3021,Donna Hill,63
92990,8876,1553,Jessica Young,64
18616,1581,4284,James Robertson,37
41201,3175,6791,Johnny Murphy,41
90231,5326,35,Joshua Davis,20
74369,2037,6574,Michele Kelly,66
72007,5821,7211,Steven Jones III,48
80257,9569,4,Barry Downs,25
50117,9232,3486,Heidi Colon,84
987,2611,8432,Joseph Harrison,94
36464,4565,8711,Nicholas Sparks,52
68551,5624,6503,Terri Smith,10
45884,6036,9378,Michelle Snow,33
92963,4088,5484,Jasmine Foley,24
93777,689,7484,Zachary Baker,94
3289,9155,5472,James Fernandez,85
26728,6846,2654,Bryan Williamson,59
13534,5982,6013,Bryan Horton,43
8911,1674,9127,Michael Miles,29
64615,7031,4728,John Walton,91
84826,2197,503,Jason Dorsey MD,70
3151,9512,3713,Cindy Palmer,67
6676,6253,153,Susan Castro,87
16392,3905,2055,Brandon Crosby,42
42368,3253,3197,Vincent Gillespie,37
71921,2990,2383,Alexander Brown,39
13895,2591,6000,Natalie Adams,23
8746,8769,9135,Brian Graham,13
87035,3444,5201,Melissa Young,83
54757,7165,6319,John Herring,78
47996,7437,9056,David Gardner,44
43362,1146,9726,David Kim DVM,98
4446,7461,1938,Anthony Hernandez,52
64144,3626,9973,Justin Floyd,42
10304,8486,2579,Natalie Meyer,65
53698,7671,6418,Jerry Gonzalez,85
78450,7410,2882,Cristina Beltran,14
29088,9892,3922,Dana Valdez,14
24831,7891,552,Samantha Chapman,52
12131,7331,1037,Cody Davis,76
84047,8675,1082,Ryan Collins,16
99220,1096,8151,Julia Smith,28
46000,3550,2430,Jeffrey Graham,77
97152,451,9102,Manuel Marsh,73
16165,7462,7737,Kathy Spears,48
13175,2731,5156,Seth Huffman,46
93179,7444,247,Ernest Neal,63
36591,9925,7643,Diana Howard,65
44368,2984,2846,Kelly Garcia,90
35031,917,4087,Lori Cox MD,83
44316,1660,5055,Robert Rivera,22
9035,4806,5873,James Taylor,23
31981,195,9637,Daniel Robinson,34
23133,612,4711,Victoria Smith,59
88530,4307,8259,Russell Tucker,64
14556,4265,5642,Michele Flowers,25
97295,1393,2336,Shawn Cortez,84
78237,8166,8569,Donna Ramsey,12
40463,1895,3520,David Cameron,11
88227,8499,9585,Stephanie Young,69
99510,8669,6409,Scott Gonzalez,32
56161,4070,112,David Petty,19
52315,9611,781,Kathleen Kramer,27
8180,9908,3505,Ryan Wise,61
57326,8204,2046,Ryan Mitchell,86
974,6006,6097,Marcus Thomas,77
86191,1356,2833,Angel Davis,47
84435,2412,4329,Mary Acevedo,14
52978,4450,8940,Justin Holloway,14
68362,8182,3245,David Russell PhD,86
2818,136,713,William Stevenson,95
99473,9969,1131,Mariah Ramos,25
58614,4511,3018,Robert Merritt,81
54062,4821,6716,Kevin Branch,46
69378,7872,7565,Mr. David Ball IV,10
48161,4379,4016,Megan Garcia,77
11630,6693,4742,Christopher Michael,19
44547,48,3114,Roy Miller,42
94161,9318,8438,Roger Morales,20
30897,755,6458,Stephen Chandler,35
92081,1968,6100,Felicia Hayes,54
11986,4458,8845,Mark Miles,17
22256,8055,4317,David Lang,87
8821,8744,3395,Maurice Tyler,27
25567,9586,2351,Amy Craig,45
27592,8525,5726,Alexis Santos,10
36900,8652,4466,Alexandra Curtis,56
86922,2628,6119,Jennifer Schroeder,24
54700,8896,6427,Emily Vang,77
7116,9472,5388,Angela Parrish,64
19594,2162,824,Michael Robinson,22
37579,4414,503,Chad Monroe,52
48148,2807,1368,Michael Guzman,89
87496,8439,1723,Dr. Melissa Frederick,96
49269,1669,3556,Robert Bruce,40
82528,9098,8199,Jessica Walters,100
42697,5469,4165,Alex Smith,36
19846,9479,8646,Richard Williams,25
29480,623,7969,Steven Romero,44
65004,4637,4730,Steven Ochoa,50
69617,2969,2641,Ryan Garcia,18
90799,5962,3343,Lisa Robinson,85
27771,3185,5170,John Jenkins,96
18342,5698,3850,Richard Johnson,12
39256,6458,4543,Nathaniel Brown,46
73585,1697,1044,Derrick Liu,22
42664,6323,3546,Anthony Moore,43
4616,2612,805,David Livingston,21
15563,7713,3598,Jennifer Wright,96
81758,1675,6366,Andrew Ruiz,87
82744,3799,4706,Paul Jenkins,84
68924,3154,718,Vanessa Gallagher,13
36894,578,988,Timothy Boyer,74
80531,3273,4290,Brittany Bird,98
65997,2459,3029,Jennifer Harris,66
43446,3447,709,Mary Russell,10
77736,8604,8509,Jessica Estes,55
25271,9626,7398,Jerry Woodard,84
86233,1626,2324,Miss Melanie Hernandez,88
1811,3066,8938,Ryan Russell,74
16206,8605,2250,Stacy Johnson,47
221,5342,9153,Pamela Ruiz,97
52236,4327,4282,Sean Hernandez,55
98718,3077,5120,Melissa Bowen,17
83861,9435,5254,Jessica Fernandez,19
11316,1647,2378,Johnathan Bowen,13
35756,7521,5508,Andrew Harper,60
71719,3531,1480,Angela Wilson,19
50633,6736,6921,Julie Graham,85
34600,8458,1535,Andrea Morgan,37
72095,8634,4567,Whitney Shaw,53
84906,9218,2720,Melissa Klein DDS,91
70894,3532,4814,Gregory King,80
41758,6254,8683,John Bailey,11
67551,318,7829,Brian Glass,88
81789,7293,8291,Karla Miller,83
96599,6657,6321,Jennifer Foster,21
45354,3109,4592,Gary Gomez,68
37575,5207,5113,Krystal Keller,82
54948,3408,335,Cody Butler,100
70892,5181,7423,James Ingram,42
45351,125,605,Robert Lee,70
29115,2257,2196,Kelsey Anderson,36
72854,2715,1098,Jesse Jennings,93
74803,452,7445,Dr. Frank Wilkinson,27
64221,1722,3819,Joshua Reynolds,11
2254,625,8624,Dr. Robert Murphy,81
93513,7217,8660,Teresa King,89
66968,2868,8458,Desiree Keller,16
31286,8875,3673,David Livingston,66
98687,9338,3787,Jasmine Huff,86
27864,6212,7254,Tracy Smith,57
73926,5592,2858,Joseph Rogers,42
85650,2886,5852,Jonathon Robinson,94
70041,7770,3274,Jessica Davis,19
5850,4299,7438,Tina Duncan,10
67255,7829,5357,John Anderson MD,83
50004,8106,4882,Brian Johnson,66
86118,4158,3784,Kristy Rose,39
14617,8879,5794,Kevin Hubbard,38
30094,111,9013,Alexander Best,94
30992,1405,6883,Lindsey Estrada,73
72887,8842,3166,Richard Jefferson,18
89095,4734,9213,Brenda Jones,22
40590,6296,2851,Sandra Jenkins,94
87051,3001,9698,Michele Moore,96
90910,2971,4724,Monica Silva,64
36380,5152,2226,Stephanie Boyd,55
83506,7757,30,Amy Stewart,70
63726,577,1788,Matthew Morris,96
3389,743,4354,Mark Watson,74
96396,8490,9141,James Wells,51
14478,3435,552,Steven Scott,67
17663,9381,6338,Anthony Hoover,73
67606,6460,8563,John Molina,46
12986,872,8493,Robert Spears,95
37926,8207,1282,Julie Johnson,99
82584,3598,8303,Dillon Hicks,62
95606,7125,8285,Alejandra Marquez,44
64706,6202,4450,Kristen Miller,28
82349,3732,8229,Brenda Ellis,83
31759,68,4245,Lisa Cline,66
24996,2065,132,Donna Rodriguez,85
72253,8483,1966,Kyle Vazquez,65
51817,2651,3835,Alicia Smith,70
62773,3384,8135,Roger Roberts,80
62822,6368,5844,Dave Gomez,53
79183,1824,9708,Kenneth Bailey,10
73172,2916,6557,Michael Boyd,82
8041,6127,7885,Dawn Holt,70
55965,6720,3473,Christina Johnson,30
17957,1826,6594,John Garcia,45
11644,2353,7562,Veronica Baird,97
19826,2866,6931,Marvin Brown,51
40602,3016,5010,Candice Montgomery,24
26323,4141,8520,Richard Lambert,71
8295,8459,9689,Julia Woods,99
68546,6580,1555,Donald Ortiz,13
54301,4466,6304,Kimberly Cobb,81
73093,9126,3364,Julie Weaver,24
1527,1389,163,Taylor Clarke,94
51091,9612,2186,Rhonda Welch,92
61242,6953,9972,Mary Moore,53
87056,121,9343,David Patterson,21
47515,2802,9589,Laura May,66
61422,2535,3045,Rachel May,61
85418,5708,9588,Stanley Woods,66
67824,3867,1101,Ann Jackson,100
74231,9969,9795,Edward Martin,26
18340,3076,2455,Melissa Meza,97
55604,9041,6952,Victor Turner,75
73908,9325,8658,Patrick Frazier,71
39121,855,9834,John Riley,80
21213,274,9866,Joshua Petersen,26
